,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,return_on_investment_perc
2118,Paul Verhoeven,231.0,145.0,719.0,104.0,Sebastian Koch,2000.0,4398392.0,Michiel Huisman,Black Book ,59507.0,2590.0,Christian Berkel,1.0,boat|escape|hiding|nazi|resistance,232.0,Others,R,21000000.0,2006.0,380.0,7.8,0.0,-16601608.0,-79.05527619047619
2119,Christian Carion,115.0,116.0,13.0,140.0,Dany Boon,203.0,1050445.0,Gary Lewis,Joyeux Noel ,21394.0,773.0,Ian Richardson,0.0,christmas|no man's land|soldier|trench|world war one,147.0,Others,PG-13,22000000.0,2005.0,172.0,7.8,11000.0,-20949555.0,-95.22524999999999
2120,David Palmer,176.0,100.0,21.0,552.0,Tom Arnold,14000.0,13746550.0,Bradley Cooper,Hit and Run ,29322.0,15922.0,Beau Bridges,5.0,gay cop|getaway driver|masturbation|penis|witness protection,104.0,USA,R,2000000.0,2012.0,618.0,6.1,0.0,11746550.0,587.3275
2121,Callie Khouri,98.0,104.0,144.0,290.0,Ted Danson,939.0,20668843.0,Stephen Root,Mad Money ,16831.0,2453.0,Roger Cross,3.0,bank|federal reserve bank|money|security guard|shredder,54.0,USA,PG-13,22000000.0,2008.0,875.0,5.8,687.0,-1331157.0,-6.0507136363636365
2122,Rowan Joffe,149.0,92.0,17.0,231.0,Ben Crompton,14000.0,2963012.0,Colin Firth,Before I Go to Sleep ,48873.0,14617.0,Anne-Marie Duff,1.0,amnesia|female nudity|infidelity|nudity|therapist,105.0,UK,R,22000000.0,2014.0,257.0,6.3,11000.0,-19036988.0,-86.53176363636364
2123,William Friedkin,84.0,92.0,607.0,35.0,Joe Spinell,813.0,0.0,Roy Scheider,Sorcerer ,9513.0,1011.0,Amidou,0.0,fire|jungle|money|oil drilling|truck,116.0,USA,PG,12000000.0,1977.0,85.0,7.7,0.0,-12000000.0,-100.0
2124,John Curran,138.0,105.0,43.0,827.0,Milla Jovovich,22000.0,1796024.0,Robert De Niro,Stone ,34985.0,37766.0,Frances Conroy,1.0,arsonist|blood splatter on face|deception|parole|parole officer,135.0,USA,R,22000000.0,2010.0,14000.0,5.4,0.0,-20203976.0,-91.83625454545454
2125,Laurent Tirard,78.0,120.0,2.0,80.0,Ludivine Sagnier,809.0,634277.0,Romain Duris,Molière ,5166.0,1651.0,Fabrice Luchini,1.0,deathbed|play|playwright|prison|theater,27.0,Others,PG-13,16000000.0,2007.0,521.0,7.3,815.0,-15365723.0,-96.03576874999999
2126,Scott Cooper,288.0,116.0,108.0,120.0,Sam Shepard,23000.0,11326836.0,Christian Bale,Out of the Furnace ,83171.0,24134.0,Dendrie Taylor,0.0,ambiguous ending|brother brother relationship|drug dealer|fight club|revenge,231.0,USA,R,22000000.0,2013.0,820.0,6.8,17000.0,-10673164.0,-48.51438181818182
2127,Tony Gilroy,299.0,119.0,209.0,521.0,Denis O'Hare,1000.0,49024969.0,Tom Wilkinson,Michael Clayton ,133367.0,3284.0,Sydney Pollack,0.0,attorney|debt|fixer|law|law firm,363.0,USA,R,25000000.0,2007.0,896.0,7.3,0.0,24024969.0,96.099876
2128,Peter Segal,27.0,101.0,88.0,812.0,Bradley Whitford,957.0,22294341.0,Wilford Brimley,My Fellow Americans ,12278.0,4629.0,Sela Ward,3.0,gay pride|highway travel|president|road movie|u.s. president,71.0,USA,PG-13,21500000.0,1996.0,821.0,6.5,758.0,794341.0,3.6946093023255813
2129,Mark Pellington,155.0,117.0,89.0,442.0,Spencer Treat Clark,12000.0,24362501.0,Jeff Bridges,Arlington Road ,69980.0,13576.0,Hope Davis,1.0,death|fbi|fbi agent|neighbor|professor,591.0,USA,R,21500000.0,1999.0,541.0,7.2,0.0,2862501.0,13.313958139534884
2130,Juan José Campanella,82.0,106.0,195.0,0.0,Diego Ramos,20.0,0.0,Pablo Rago,Underdogs ,6920.0,30.0,Gabriel Almirón,4.0,funfair|luna park|table football|toy comes to life|wig,22.0,Others,PG,22000000.0,2013.0,10.0,6.7,0.0,-22000000.0,-100.0
2131,Woody Allen,275.0,112.0,11000.0,159.0,Judy Davis,385.0,16684352.0,Ornella Muti,To Rome with Love ,67893.0,1205.0,Alessandra Mastronardi,0.0,architect|celebrity|prostitute|shower|tourist,163.0,USA,R,17000000.0,2012.0,223.0,6.3,18000.0,-315648.0,-1.8567529411764705
2132,Clint Eastwood,43.0,136.0,16000.0,216.0,Warren Clarke,16000.0,46700000.0,Clint Eastwood,Firefox ,19832.0,16805.0,Kenneth Colley,1.0,fighter plane|jet fighter|refueling|russia|soviet union,98.0,USA,PG,21000000.0,1982.0,281.0,5.9,0.0,25700000.0,122.3809523809524
2133,Trey Parker,163.0,81.0,406.0,406.0,Eric Idle,893.0,52008288.0,Minnie Driver,South Park: Bigger Longer & Uncut ,162037.0,3003.0,Trey Parker,1.0,boy|canada|hell|misunderstanding|refrence to liza minnelli,928.0,USA,R,21000000.0,1999.0,795.0,7.8,0.0,31008288.0,147.6585142857143
2134,Frank Oz,168.0,87.0,0.0,548.0,Ewen Bremner,22000.0,8579684.0,Peter Dinklage,Death at a Funeral ,89547.0,24324.0,Kris Marshall,0.0,end credits roll call|four word title|funeral|secret|uncle,199.0,USA,R,9000000.0,2007.0,557.0,7.4,0.0,-420316.0,-4.670177777777778
2135,Stuart Gillard,60.0,96.0,8.0,199.0,John Aylward,533.0,42660000.0,Paige Turco,Teenage Mutant Ninja Turtles III ,25086.0,1254.0,Matt Hill,0.0,battle|japan|magic|samurai|turtle,87.0,USA,PG,17000000.0,1993.0,219.0,4.8,1000.0,25660000.0,150.94117647058823
2136,Brian Robbins,85.0,106.0,48.0,39.0,D.B. Sweeney,18000.0,40219708.0,Keanu Reeves,Hardball ,22649.0,18630.0,DeWayne Warren,3.0,coach|gambling|housing project|little league|little league baseball,131.0,USA,PG-13,21000000.0,2001.0,558.0,6.3,0.0,19219708.0,91.52241904761905
2137,David O. Russell,539.0,122.0,737.0,14000.0,Robert De Niro,34000.0,132088910.0,Jennifer Lawrence,Silver Linings Playbook ,533607.0,72115.0,Bradley Cooper,0.0,adulterous wife|bipolar disorder|obsessive compulsive personality disorder|unhappy marriage|widow,692.0,USA,R,21000000.0,2012.0,22000.0,7.8,117000.0,111088910.0,528.9948095238095
2138,Richard LaGravenese,84.0,123.0,98.0,579.0,Scott Glenn,2000.0,36581633.0,Hunter Parrish,Freedom Writers ,52533.0,3994.0,Imelda Staunton,1.0,gang violence|high school|journal|marriage|teacher,235.0,Others,PG-13,21000000.0,2007.0,826.0,7.5,10000.0,15581633.0,74.19825238095238
2139,Tyler Perry,75.0,133.0,0.0,637.0,Loretta Devine,1000.0,37721949.0,Omari Hardwick,For Colored Girls ,6067.0,6035.0,Kimberly Elise,0.0,african american protagonist|female protagonist|multi protagonist|poem|three word title,73.0,USA,R,0.0,2010.0,912.0,6.0,0.0,37721949.0,inf
2140,Louis Leterrier,171.0,92.0,255.0,447.0,Qi Shu,26000.0,25296447.0,Jason Statham,The Transporter ,237248.0,27572.0,Matt Schulze,0.0,bar|gunfight|human trafficking|mixed martial arts|tire iron,460.0,Others,PG-13,21000000.0,2002.0,1000.0,6.8,0.0,4296447.0,20.45927142857143
2141,Jeff Wadlow,140.0,110.0,65.0,149.0,Neil Brown Jr.,3000.0,24848292.0,Djimon Hounsou,Never Back Down ,80556.0,4089.0,Leslie Hope,1.0,club|fight|fighting|high school|mixed martial arts,184.0,USA,PG-13,20000000.0,2008.0,427.0,6.6,0.0,4848292.0,24.24146
2142,Katt Shea,85.0,104.0,52.0,484.0,Rachel Blanchard,711.0,17757087.0,Jason London,The Rage: Carrie 2 ,13065.0,3162.0,Eddie Kaye Thomas,1.0,high school|party|prom|suicide|teenage girl,253.0,USA,R,21000000.0,1999.0,490.0,4.6,897.0,-3242913.0,-15.442442857142858
2144,Sam Mendes,217.0,98.0,0.0,374.0,Jim Gaffigan,925.0,9430988.0,Catherine O'Hara,Away We Go ,45992.0,1997.0,Carmen Ejogo,2.0,baby|children|friend|love|road trip,115.0,USA,R,17000000.0,2009.0,472.0,7.1,7000.0,-7569012.0,-44.5236
2145,Joshua Michael Stern,131.0,120.0,0.0,886.0,Judge Reinhold,1000.0,16284360.0,Madeline Carroll,Swing Vote ,15079.0,6212.0,Nathan Lane,1.0,ballot|election|new mexico|vote|voting,79.0,USA,PG-13,21000000.0,2008.0,901.0,6.1,1000.0,-4715640.0,-22.45542857142857
2146,Brad Silberling,111.0,112.0,52.0,347.0,Holly Hunter,15000.0,6830957.0,Jake Gyllenhaal,Moonlight Mile ,11983.0,16692.0,Bob Clendenin,3.0,1970s|death|district attorney|fiancee|watching television,147.0,USA,PG-13,21000000.0,2002.0,1000.0,6.7,365.0,-14169043.0,-67.47163333333333
2147,Tomas Alfredson,466.0,127.0,140.0,10000.0,Colin Firth,19000.0,24104113.0,Benedict Cumberbatch,Tinker Tailor Soldier Spy ,149066.0,46241.0,Gary Oldman,1.0,cold war|hungary|mole|spy|woman on top,517.0,Others,R,20000000.0,2011.0,14000.0,7.1,24000.0,4104113.0,20.520564999999998
2148,John Duigan,16.0,102.0,18.0,186.0,Jill Hennessy,670.0,15593.0,Elaine Hendrix,Molly ,2295.0,1562.0,Sarah Wynter,1.0,autism|experimental surgery|female nudity|forename as title|regression,40.0,USA,PG-13,21000000.0,1999.0,419.0,5.8,284.0,-20984407.0,-99.92574761904763
2149,Jodie Foster,276.0,91.0,0.0,220.0,Cherry Jones,34000.0,958319.0,Jennifer Lawrence,The Beaver ,39764.0,34705.0,Riley Thomas Stewart,0.0,beaver puppet|depression|dysfunctional family|puppet|speech,148.0,USA,PG-13,21000000.0,2011.0,242.0,6.7,17000.0,-20041681.0,-95.43657619047619
2150,Colin Higgins,11.0,114.0,19.0,842.0,Barry Corbin,1000.0,69700000.0,Dolly Parton,The Best Little Whorehouse in Texas ,7748.0,3688.0,Dom DeLuise,2.0,chicken|governor|locker room|sheriff|texas,48.0,USA,R,35000000.0,1982.0,883.0,5.8,0.0,34700000.0,99.14285714285714
2151,David Cronenberg,196.0,115.0,0.0,716.0,Sarah Polley,1000.0,2840417.0,Jennifer Jason Leigh,eXistenZ ,77493.0,2990.0,Callum Rennie,0.0,assassin|game|game designer|pod|virtual reality,527.0,Others,R,31000000.0,1999.0,900.0,6.8,6000.0,-28159583.0,-90.83736451612904
2152,Steven Spielberg,234.0,115.0,14000.0,488.0,Karen Allen,11000.0,242374454.0,Harrison Ford,Raiders of the Lost Ark ,661017.0,12906.0,William Hootkins,1.0,archeological dig|archeologist|ark of the covenant|egypt|nazi,771.0,USA,PG,18000000.0,1981.0,783.0,8.5,16000.0,224374454.0,1246.5247444444444
2153,Chris Columbus,37.0,120.0,0.0,1000.0,Kieran Culkin,3000.0,173585516.0,Macaulay Culkin,Home Alone 2: Lost in New York ,200077.0,7860.0,Devin Ratray,2.0,airport|christmas|florida|new york city|toy store,189.0,USA,PG,18000000.0,1992.0,1000.0,6.6,0.0,155585516.0,864.3639777777778
2154,Steven Spielberg,171.0,135.0,14000.0,252.0,Teri Garr,559.0,128300000.0,Bob Balaban,Close Encounters of the Third Kind ,139288.0,1591.0,Melinda Dillon,0.0,alien|close encounter of the third kind|mothership|ufo|vision,339.0,USA,PG,19400870.0,1977.0,481.0,7.7,0.0,108899130.0,561.3105494753586
2155,Jim Sonzero,148.0,90.0,2.0,807.0,Christina Milian,16000.0,20259297.0,Ian Somerhalder,Pulse ,24969.0,19952.0,Rick Gonzalez,0.0,cell phone|computer|computer hacker|e mail|technology,258.0,USA,PG-13,20000000.0,2006.0,1000.0,4.7,0.0,259297.0,1.296485
2156,Tony Scott,50.0,100.0,12000.0,605.0,Judge Reinhold,936.0,153665036.0,Dean Stockwell,Beverly Hills Cop II ,84824.0,4121.0,Ronny Cox,1.0,detective|police|police chief|robbery|tall woman,95.0,USA,R,28000000.0,1987.0,901.0,6.4,0.0,125665036.0,448.80370000000005
2157,Adam Shankman,121.0,105.0,163.0,338.0,Kimberly J. Brown,1000.0,132541238.0,Angus T. Jones,Bringing Down the House ,30058.0,2505.0,Steve Harris,2.0,divorce|lawyer|spanking|villain arrested|wrongful conviction,236.0,USA,PG-13,33000000.0,2003.0,409.0,5.5,800.0,99541238.0,301.64011515151515
2158,Jonathan Demme,185.0,138.0,438.0,173.0,Scott Glenn,12000.0,130727000.0,Anthony Hopkins,The Silence of the Lambs ,887467.0,13184.0,Anthony Heald,0.0,case file|fbi agent|psycho thriller|psychopath|serial killer,916.0,USA,R,19000000.0,1991.0,826.0,8.6,40000.0,111727000.0,588.0368421052632
2159,Penelope Spheeris,61.0,94.0,122.0,617.0,Lara Flynn Boyle,1000.0,121697350.0,Tia Carrere,Wayne's World ,114610.0,4263.0,Kurt Fuller,2.0,basement|lead actor's first film|long hair|public access|title directed by female,176.0,USA,PG-13,20000000.0,1992.0,619.0,7.0,0.0,101697350.0,508.48675
2160,Jeff Tremaine,156.0,101.0,79.0,218.0,Steve-O,608.0,117224271.0,Bam Margera,Jackass 3D ,47794.0,1787.0,Chris Pontius,1.0,full frontal male nudity|man wearing a jock strap|man wearing a thong|rear male nudity|stripped prison uniform,81.0,USA,R,20000000.0,2010.0,362.0,7.1,0.0,97224271.0,486.12135500000005
2161,Jeannot Szwarc,75.0,131.0,82.0,85.0,Murray Hamilton,813.0,102922376.0,Roy Scheider,Jaws 2 ,51314.0,1520.0,Joseph Mascolo,0.0,great white shark|island|mayor|police chief|shark,265.0,USA,PG,20000000.0,1978.0,366.0,5.7,0.0,82922376.0,414.61188
2162,Raja Gosnell,100.0,91.0,67.0,597.0,Nick Zano,2000.0,94497271.0,Jamie Lee Curtis,Beverly Hills Chihuahua ,17829.0,4729.0,Ali Hillis,1.0,chihuahua|german shepherd|mexico|potted plant|tijuana mexico,99.0,USA,PG,20000000.0,2008.0,641.0,3.7,0.0,74497271.0,372.486355
2163,James Wan,511.0,112.0,0.0,697.0,Lili Taylor,6000.0,137387272.0,Mackenzie Foy,The Conjuring ,300110.0,9049.0,Hayley McFarland,0.0,based on true story|farmhouse|paranormal investigator|rhode island|supernatural power,807.0,USA,R,20000000.0,2013.0,960.0,7.5,131000.0,117387272.0,586.9363599999999
2164,Brian Levant,75.0,95.0,32.0,563.0,Tracy Morgan,826.0,82301521.0,Nia Long,Are We There Yet? ,22679.0,3558.0,Jay Mohr,2.0,car fire|children|cockroach|independent film|new year,149.0,USA,PG,32000000.0,2005.0,642.0,4.6,773.0,50301521.0,157.192253125
2165,Ben Falcone,148.0,100.0,265.0,265.0,Mark Duplass,989.0,84518155.0,Gary Cole,Tammy ,35965.0,2654.0,Ben Falcone,0.0,alcoholic|grandmother|highway travel|niagara falls|on the road,144.0,USA,R,20000000.0,2014.0,830.0,4.9,11000.0,64518155.0,322.590775
2166,D.J. Caruso,253.0,105.0,154.0,501.0,Aaron Yoo,884.0,80050171.0,Sarah Roemer,Disturbia ,186984.0,2287.0,Jose Pablo Cantillo,0.0,binoculars|electronic tag|house arrest|neighbor|watching someone,491.0,USA,PG-13,20000000.0,2007.0,617.0,6.9,0.0,60050171.0,300.250855
2167,Richard Linklater,204.0,108.0,0.0,487.0,Sarah Silverman,2000.0,81257845.0,Miranda Cosgrove,School of Rock ,210680.0,4403.0,Mike White,1.0,battle of the bands|rock band|school teacher|substitute teacher|teacher,479.0,USA,PG-13,35000000.0,2003.0,931.0,7.1,0.0,46257845.0,132.16527142857143
2168,Paul W.S. Anderson,72.0,101.0,545.0,545.0,Cary-Hiroyuki Tagawa,1000.0,70360285.0,Christopher Lambert,Mortal Kombat ,81783.0,3816.0,Bridgette Wilson-Sampras,0.0,based on video game|island|mortal kombat|tournament|warrior,283.0,USA,PG-13,18000000.0,1995.0,1000.0,5.8,0.0,52360285.0,290.89047222222223
2170,Keenen Ivory Wayans,62.0,109.0,322.0,861.0,Jaime King,1000.0,69148997.0,Busy Philipps,White Chicks ,98794.0,6313.0,Brittany Daniel,4.0,african american|crossdresser|fbi|undercover|vomiting,251.0,USA,PG-13,37000000.0,2004.0,960.0,5.4,0.0,32148997.0,86.88918108108108
2171,Alexander Payne,549.0,115.0,729.0,552.0,Nick Krause,8000.0,82624961.0,Shailene Woodley,The Descendants ,205284.0,9578.0,Beau Bridges,0.0,boating accident|daughters|father daughter relationship|hospital|marriage,439.0,USA,R,20000000.0,2011.0,727.0,7.3,22000.0,62624961.0,313.124805
2172,Andrew Davis,106.0,117.0,99.0,165.0,Zane Holtz,596.0,67325559.0,Tim Blake Nelson,Holes ,58222.0,1293.0,Ski Carr,0.0,bad luck|camp|curse|digging|hole,331.0,USA,PG,20000000.0,2003.0,265.0,7.1,0.0,47325559.0,236.62779500000002
2173,Julie Anne Robinson,123.0,107.0,30.0,318.0,Bobby Coleman,742.0,62933793.0,Kelly Preston,The Last Song ,62421.0,2341.0,Melissa Ordway,1.0,beach|fire|love|pianist|summer,185.0,USA,PG,20000000.0,2010.0,360.0,5.8,10000.0,42933793.0,214.668965
2174,Steve McQueen,597.0,134.0,0.0,500.0,Scoot McNairy,2000.0,56667870.0,Quvenzhané Wallis,12 Years a Slave ,439176.0,4251.0,Taran Killam,0.0,racism|separation from family|social injustice|torture|whipping,695.0,USA,R,20000000.0,2013.0,660.0,8.1,83000.0,36667870.0,183.33935
2175,Charles Stone III,64.0,118.0,30.0,284.0,Nick Cannon,962.0,56398162.0,Leonard Roberts,Drumline ,28649.0,2390.0,Jason Weaver,0.0,drumline|drummer|fish out of water|marching band|university,185.0,USA,PG-13,20000000.0,2002.0,593.0,5.7,2000.0,36398162.0,181.99080999999998
2176,Tyler Perry,40.0,121.0,0.0,721.0,Cicely Tyson,2000.0,60072596.0,Michael Jai White,Why Did I Get Married Too? ,7664.0,6657.0,Tasha Smith,8.0,question mark in title|returning character killed off|sequel|six word title|writer director,68.0,USA,PG-13,20000000.0,2010.0,907.0,4.4,0.0,40072596.0,200.36298000000002
2177,Tim Burton,111.0,105.0,13000.0,658.0,Dianne Wiest,40000.0,56362352.0,Johnny Depp,Edward Scissorhands ,357581.0,42330.0,Conchata Ferrell,0.0,creation|inventor|magical realism|scissors|suburb,588.0,USA,PG-13,20000000.0,1990.0,967.0,7.9,16000.0,36362352.0,181.81176
2178,Thea Sharrock,151.0,110.0,17.0,418.0,Emilia Clarke,11000.0,56154094.0,Sam Claflin,Me Before You ,44723.0,21852.0,Brendan Coyle,0.0,accident|caretaker|economic hardship|quadriplegic|wheelchair,130.0,UK,PG-13,20000000.0,2016.0,10000.0,7.6,51000.0,36154094.0,180.77047
2179,Tyler Perry,31.0,114.0,0.0,582.0,Tom Arnold,982.0,65623128.0,John Amos,Madea's Witness Protection ,7354.0,2753.0,Romeo Miller,5.0,critically bashed|culture shock|interracial relationship|madea series|ponzi scheme,50.0,USA,PG-13,20000000.0,2012.0,618.0,4.8,0.0,45623128.0,228.11563999999998
2180,William Friedkin,138.0,104.0,607.0,109.0,Fernando Rey,813.0,0.0,Roy Scheider,The French Connection ,82476.0,1196.0,Tony Lo Bianco,0.0,crime boss|drug smuggling|heroin|mafia boss|organized crime,280.0,USA,R,1800000.0,1971.0,165.0,7.8,0.0,-1800000.0,-100.0
2181,Jon Lucas,81.0,100.0,24.0,851.0,Jay Hernandez,15000.0,55461307.0,Mila Kunis,Bad Moms ,4654.0,18786.0,Jada Pinkett Smith,9.0,lesbian kiss|mom|pta|reference to mad max|scene during end credits,46.0,USA,R,20000000.0,2016.0,1000.0,6.7,18000.0,35461307.0,177.306535
2182,Aaron Seltzer,99.0,85.0,64.0,729.0,Carmen Electra,3000.0,48546578.0,Alyson Hannigan,Date Movie ,50415.0,6539.0,Fred Willard,0.0,female protagonist|greek|overweight|spoof|wedding planner,613.0,USA,PG-13,20000000.0,2006.0,869.0,2.7,806.0,28546578.0,142.73289
2183,Robin Budd,80.0,72.0,2.0,434.0,Rob Paulsen,1000.0,48423368.0,Roger Rees,Return to Never Land ,13324.0,3402.0,Spencer Breslin,1.0,1940s|gang that lives together|outlaw gang|rescue|sequel,79.0,USA,G,20000000.0,2002.0,677.0,5.8,302.0,28423368.0,142.11684
2184,Ava DuVernay,364.0,128.0,151.0,852.0,Tom Wilkinson,1000.0,52066000.0,David Oyelowo,Selma ,61114.0,3869.0,Oprah Winfrey,0.0,civil rights|courage|protest|selma alabama|u.s. politics,212.0,UK,PG-13,20000000.0,2014.0,1000.0,7.5,22000.0,32066000.0,160.32999999999998
2185,Steve Trenbirth,85.0,72.0,0.0,384.0,Phil Collins,3000.0,47887943.0,Haley Joel Osment,The Jungle Book 2 ,11634.0,4480.0,Tony Jay,0.0,dog|jungle|shot gun|tiger|village,58.0,USA,G,20000000.0,2003.0,455.0,5.4,227.0,27887943.0,139.439715
2186,Stephen Kay,140.0,89.0,19.0,349.0,Skye McCole Bartusiak,526.0,46363118.0,Barry Watson,Boogeyman ,25960.0,1383.0,Charles Mesure,0.0,boogeyman|childhood|fear|hometown|uncle,389.0,USA,PG-13,20000000.0,2005.0,392.0,4.1,1000.0,26363118.0,131.81559000000001
2187,Mennan Yapo,184.0,96.0,9.0,107.0,Amber Valletta,826.0,47852604.0,Nia Long,Premonition ,62364.0,1825.0,Marc Macaulay,0.0,car|car accident|housewife|sheriff|suburb,337.0,USA,PG-13,20000000.0,2007.0,626.0,5.9,0.0,27852604.0,139.26301999999998
2188,Jun Falkenstein,89.0,77.0,25.0,16.0,John Fiedler,304.0,45542421.0,Kath Soucie,The Tigger Movie ,13319.0,575.0,Ken Sansom,0.0,cartoon tiger|coming of age|tiger|tigger|title directed by female,53.0,USA,G,30000000.0,2000.0,253.0,6.3,347.0,15542421.0,51.808069999999994
2189,Jaume Collet-Serra,265.0,123.0,174.0,602.0,CCH Pounder,87000.0,41573740.0,Jimmy Bennett,Orphan ,141663.0,88953.0,Aryana Engineer,1.0,alcoholism|girl|little girl|orphan|troubled marriage,383.0,USA,R,0.0,2009.0,1000.0,7.0,20000.0,41573740.0,inf
2190,Boaz Yakin,61.0,111.0,132.0,455.0,Joseph Julian Soria,1000.0,42652003.0,Jay Hernandez,Max ,18915.0,2851.0,Edgar Arreola,0.0,afghanistan|death of marine|dog|dog adoption|man dog relationship,87.0,USA,PG,20000000.0,2015.0,465.0,6.8,33000.0,22652003.0,113.26001500000001
2192,Jason Friedberg,112.0,93.0,82.0,729.0,Carmen Electra,926.0,39737645.0,David Carradine,Epic Movie ,89687.0,4293.0,Fred Willard,11.0,chocolate|chocolate factory|factory|orphan|student,666.0,USA,PG-13,20000000.0,2007.0,869.0,2.3,0.0,19737645.0,98.688225
2193,John Milius,166.0,129.0,468.0,183.0,Mako,919.0,37567440.0,William Smith,Conan the Barbarian ,113068.0,2024.0,Sandahl Bergman,0.0,actual animal killed|cult|evil sorcerer|gladiator|warlord,337.0,USA,R,20000000.0,1982.0,691.0,6.9,0.0,17567440.0,87.83720000000001
2194,Tom McCarthy,474.0,128.0,310.0,77.0,Jamey Sheridan,745.0,44988180.0,Billy Crudup,Spotlight ,195333.0,1058.0,Brian d'Arcy James,2.0,cover up|investigation|journalist|newspaper|sexual abuse,409.0,USA,R,20000000.0,2015.0,168.0,8.1,80000.0,24988180.0,124.9409
2195,Neil LaBute,165.0,110.0,119.0,332.0,Justin Chambers,1000.0,39263506.0,Jay Hernandez,Lakeview Terrace ,40469.0,2382.0,Robert Pine,1.0,interracial couple|lapd|male nudity|neighbor|nudity,135.0,USA,PG-13,22000000.0,2008.0,931.0,6.1,0.0,17263506.0,78.47048181818181
2196,Takashi Shimizu,131.0,137.0,70.0,464.0,Sarah Roemer,4000.0,39143839.0,Sarah Michelle Gellar,The Grudge 2 ,38658.0,5746.0,Matthew Knight,0.0,curse|ghost|haunted house|high school|schoolgirl,284.0,USA,PG-13,20000000.0,2006.0,884.0,5.0,930.0,19143839.0,95.719195
2197,Kevin Rodney Sullivan,29.0,124.0,8.0,232.0,James Pickens Jr.,508.0,37672350.0,Richard Lawson,How Stella Got Her Groove Back ,5427.0,1660.0,Barry Shabaka Henley,1.0,female protagonist|jamaica|six word title|tragic event|vacation,51.0,USA,R,20000000.0,1998.0,270.0,5.5,0.0,17672350.0,88.36175
2198,Peter Hewitt,43.0,93.0,12.0,636.0,George Carlin,18000.0,38037513.0,Keanu Reeves,Bill & Ted's Bogus Journey ,49680.0,20188.0,Alex Winter,2.0,battle of the bands|bill and ted|heaven|hell|robot,117.0,USA,PG,20000000.0,1991.0,769.0,6.2,0.0,18037513.0,90.187565
2199,Barry Levinson,111.0,115.0,272.0,1000.0,Tina Fey,49000.0,37442180.0,Robin Williams,Man of the Year ,28005.0,52571.0,Amy Poehler,1.0,campaign|election|president|presidential election|satire,236.0,USA,PG-13,20000000.0,2006.0,2000.0,6.2,0.0,17442180.0,87.21090000000001
2200,Gary Nelson,90.0,98.0,20.0,160.0,Maximilian Schell,889.0,0.0,Robert Forster,The Black Hole ,18481.0,2110.0,Yvette Mimieux,0.0,black hole|escape|palomino|robot|scientist,230.0,USA,PG,20000000.0,1979.0,877.0,5.9,4000.0,-20000000.0,-100.0
2201,Anton Corbijn,333.0,105.0,210.0,101.0,Thekla Reuten,978.0,35596227.0,Violante Placido,The American ,79461.0,1454.0,Filippo Timi,1.0,ambush|assassin|priest|prostitute|sweden,463.0,USA,R,20000000.0,2010.0,191.0,6.3,10000.0,15596227.0,77.981135
2202,Gregory Nava,37.0,127.0,16.0,399.0,Constance Marie,565.0,35422828.0,Jon Seda,Selena ,19126.0,1735.0,Jacob Vargas,1.0,latin music|marriage|on tour|singer|tejano,155.0,USA,PG,20000000.0,1997.0,441.0,6.7,0.0,15422828.0,77.11413999999999
2203,Jason Friedberg,122.0,82.0,82.0,354.0,Dave Foley,759.0,36658108.0,Diedrich Bader,Vampires Suck ,39095.0,2898.0,Anneliese van der Pol,7.0,cat|friend|love|sheriff|teenager,187.0,USA,PG-13,20000000.0,2010.0,401.0,3.5,16000.0,16658108.0,83.29054000000001
2204,Alejandro G. Iñárritu,285.0,143.0,0.0,51.0,Harriet Walter,11000.0,34300771.0,Brad Pitt,Babel ,243799.0,11248.0,Dermot Crowley,3.0,american|destiny|mexican border|multiple perspectives|muslim,908.0,Others,R,25000000.0,2006.0,119.0,7.5,0.0,9300771.0,37.203084
2205,Shawn Levy,156.0,103.0,189.0,949.0,Abigail Spencer,2000.0,34290142.0,Tina Fey,This Is Where I Leave You ,54242.0,4662.0,Jane Fonda,8.0,brother sister relationship|childhood home|man child|sibling|vomiting,145.0,USA,R,19800000.0,2014.0,1000.0,6.6,14000.0,14490142.0,73.18253535353534
2206,John Patrick Shanley,293.0,104.0,53.0,652.0,Meryl Streep,22000.0,33422556.0,Philip Seymour Hoffman,Doubt ,99236.0,33903.0,Carrie Preston,0.0,boy|catholic|nun|priest|student,321.0,USA,PG-13,20000000.0,2008.0,11000.0,7.5,0.0,13422556.0,67.11278
2207,Trey Parker,233.0,98.0,406.0,406.0,Maurice LaMarche,860.0,32774834.0,Jeremy Shada,Team America: World Police ,136048.0,2609.0,Trey Parker,5.0,actor|arab stereotype|broadway|terrorist|vomiting,700.0,USA,R,30000000.0,2004.0,523.0,7.2,0.0,2774834.0,9.249446666666666
2208,John Luessenhop,282.0,92.0,34.0,322.0,Keram Malicki-Sánchez,383.0,34334256.0,Gunnar Hansen,Texas Chainsaw 3D ,35131.0,1945.0,Shaun Sipos,0.0,chainsaw|halloween|mansion|massacre|texas,255.0,USA,R,11000000.0,2013.0,333.0,4.8,16000.0,23334256.0,212.1296
